,marca_temp,1_ocupacion,2_relacion_contractual,3_mercado_de_trabajo,4_rubro_de_trabajo,5_ROL_de_trabajo,6_años_de_experiencia,7) Nivel de seniority que Ud. considera que posee:,"8) Nivel de seniority que le asignan en su trabajo actual (aunque no sea en forma explícita, si puede inferir igual indique):",9_nivel_educativo,10_lugar_educativo,11_ingreso_mensual_en_dolares,12_beneficios_percibidos,13_remuneracion_vs_compañeros,14_habilidades_tecnicas,15_estimacion_de_vacancias,16_politicas_de_retencion_capacitacion,17_1_factores_opciones_lab,18_2_factores_opciones_lab,19_tuvo_entrev_inter,20_freq_ofert_laboral,21_mayor_dif_x_emp_internacionales,22_percep_señority,23_perf_mas_req,24_educacion_formal_internacionales,25_mayor_desafio_exterior,26_ingles_nivel_min
145,2022-09-15 15:48:39.792,fulltime,contrato_temporal,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,QA,5.0,Semi-senior,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Otra universidad pública del Paraguay,2501 - 3000,"Flexibilidad horaria, Trabajo remoto",Igual,QA,21 - 30,Sí,Espacio para crecimiento profesional,Oportunidad de crecimiento económico,Sí,6 a 10 veces al año,El idioma,Los criterios son similares.,"Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",Las diferencias culturales y las habilidades blandas que se esperan de mí,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
146,2022-09-15 15:49:05.221,fulltime,r_dependencia,emp_ext_cli_ext (puede tener también clientes en PY),Data anaytics && cloud inf,dev / software eng,3.0,Semi-senior,Semi-senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Otra universidad pública del Paraguay,2001 - 2500,"Seguro médico, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros), Vacaciones extras, certificaciones pagas, otros",Igual,Data engineering/Fullstack ,no sé,Sí,Espacio para crecimiento profesional,Flexibilidad horaria,No,Más de 10 veces al año,La experiencia previa,"En el mercado internacional, hay menores exigencias para cada nivel de seniority.","Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.","Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
147,2022-09-15 16:08:43.121,parttime,r_dependencia,emp_loc_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,3.0,Junior,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Otra universidad pública del Paraguay,menor a 1000,"Seguro médico, Flexibilidad horaria, Trabajo remoto, Días libres",No trabajo para el exterior,Frontend React,5 - 10,Sí,Estabilidad laboral,Oportunidad de aprendizaje,No,3 a 5 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
148,2022-09-15 16:09:09.556,fulltime,contrato_temporal,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,QA,7.0,Semi-senior,Semi-senior,Maestría,Universidad Nacional de Asunción,2501 - 3000,"13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Menor,Desarrollo web con Python (backend y/o frontend),5 - 10,Sí,Modalidad de trabajo remota o híbrida,Remuneración inmediata,Sí,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay menores exigencias para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",La falta de experiencia en herramientas o metodologías específicas.,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
149,2022-09-15 16:16:49.091,fulltime,r_dependencia,emp_local_cli_local,Sector financiero,dev / software eng,3.0,Mid-level o Associate,Mid-level o Associate,Grado,Universidad Nacional de Asunción,menor a 1000,"13er salario o aguinaldo, Vacaciones pagas, Equipos de trabajo (laptop, otros), bonificacion trimestral, gourmet card",No trabajo para el exterior,Desarrollo web con php (backend y/o frontend),menos de 5,No,Oportunidad de crecimiento económico,Modalidad de trabajo remota o híbrida,Sí,Más de 10 veces al año,La experiencia previa,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,Poder leer materiales técnicos
150,2022-09-15 16:21:33.901,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,9.0,Senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,más de 6000,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres",Igual,Fullstack Django y React / React Native,menos de 5,No,Remuneración económica,Estabilidad laboral,Sí,Más de 10 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.",La educación formal local es una desventaja significativa al participar de entrevistas técnicas para el exterior.,El idioma,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
151,2022-09-15 16:27:35.545,fulltime,r_dependencia,emp_local_cli_local,Gobierno,Scrum Master y/o Agile Coach,9.0,Senior,Principal,Grado,Universidad Nacional de Asunción,1000 - 1500,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,No estoy directamente relacionado con tecnologías y herramientas,no sé,No,Espacio para crecimiento profesional,Oportunidad de crecimiento económico,No,No más de 2 al año,Las certificaciones oficiales,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
152,2022-09-15 16:32:17.325,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),Telefonía / Networking,Analista de Sist. / Business Analyst,3.0,Semi-senior,Semi-senior,Grado,Universidad Nacional de Asunción,1000 - 1500,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Pentaho,menos de 5,No,Oportunidad de crecimiento económico,Oportunidad de aprendizaje,Sí,3 a 5 veces al año,La experiencia previa,No trabajo para el exterior.,"Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.",No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
153,2022-09-15 16:32:28.998,fulltime,contrato_temporal,emp_loc_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,6.0,Senior,Senior,Grado,Universidad privada del Paraguay,1501 - 2000,"13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Menor,Desarrollo backend con Java,no sé,Sí,Modalidad de trabajo remota o híbrida,Oportunidad de crecimiento económico,Sí,6 a 10 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",El idioma,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
154,2022-09-15 16:34:13.697,fulltime,indef_sin_contrato,emp_local_cli_local,soft. factory / intermediaria,dev / software eng,5.0,Senior,Senior,Grado,Universidad Nacional de Asunción,2001 - 2500,"Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo backend con Java,no sé,No,Remuneración económica,Flexibilidad horaria,Sí,No más de 2 al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,"La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
155,2022-09-15 17:29:25.653,fulltime,r_dependencia,emp_local_cli_local,Telefonía / Networking,Analista de Sist. / Business Analyst,10.0,Senior,Senior,Grado,Universidad Nacional de Asunción,1000 - 1500,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo backend con Java,31 - 100,No,Ambiente laboral,Modalidad de trabajo remota o híbrida,No,No más de 2 al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
156,2022-09-15 17:31:37.921,fulltime,contrato_temporal,emp_local_cli_local,soft. factory / intermediaria,dev / software eng,6.0,Semi-senior,Senior,Grado,Universidad Nacional de Asunción,1000 - 1500,"13er salario o aguinaldo, Vacaciones pagas, Trabajo remoto",No trabajo para el exterior,Desarrollo backend con Java,5 - 10,Sí,Modalidad de trabajo remota o híbrida,Flexibilidad horaria,No,No más de 2 al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.",No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
157,2022-09-15 17:36:50.859,fulltime,indef_sin_contrato,emp_local_cli_local,Telefonía / Networking,SysAdmin,6.0,Junior,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,1000 - 1500,"Flexibilidad horaria, Trabajo remoto, Trabajo híbrido (remoto y presencial), Días libres",No trabajo para el exterior,Administración de servidores y/o infraestructura on premises,5 - 10,No,Remuneración económica,Oportunidad de crecimiento económico,Sí,No más de 2 al año,"La formación académica de especialización (postgrados, cursos, etc)",No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
158,2022-09-15 17:38:11.914,fulltime,r_dependencia,emp_loc_cli_ext (puede tener también clientes en PY),Sector financiero,Admin. / Gerencial,más de 15,Principal,Principal,Phd (Doctorado),Universidad Nacional de Asunción,más de 6000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Días libres, Equipos de trabajo (laptop, otros), Combustible",No trabajo para el exterior,Administración de servidores y/o infraestructura on premises,11 - 20,Sí,Oportunidad de crecimiento económico,Desafíos,Sí,Más de 10 veces al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
159,2022-09-15 17:42:44.814,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,7.0,Mid-level o Associate,Junior,Grado,Universidad privada del Paraguay,2001 - 2500,"13er salario o aguinaldo, Vacaciones pagas, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Igual,Desarrollo web con php (backend y/o frontend),menos de 5,Sí,Remuneración económica,Flexibilidad horaria,Sí,No más de 2 al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",La falta de formación en herramientas o metodologías específicas.,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
160,2022-09-15 17:50:43.905,parttime,indef_sin_contrato,emp_local_cli_local,soft. factory / intermediaria,dev / software eng,10.0,Senior,No puedo saber,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,1000 - 1500,"Flexibilidad horaria, Trabajo remoto",No trabajo para el exterior,Back-end frontend,no sé,No,Remuneración económica,Seguro social y plan de retiro (jubilación),No,No más de 2 al año,El idioma,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
161,2022-09-15 17:52:54.262,fulltime,contrato_temporal,emp_local_cli_local,dev. productos propios,dev / software eng,7.0,Senior,Senior,Maestría,Universidad del extranjero,2001 - 2500,Trabajo remoto,No trabajo para el exterior,Desarrollo backend con Java,5 - 10,No,Remuneración económica,Modalidad de trabajo remota o híbrida,Sí,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
162,2022-09-15 17:54:38.975,parttime,indef_sin_contrato,emp_loc_cli_ext (puede tener también clientes en PY),Sector financiero,Data Scientist,hasta 2,Mid-level o Associate,Semi-senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,1501 - 2000,"Flexibilidad horaria, Trabajo remoto, Días libres",Mayor,Data engineering o ML con Spark sobre ecosistema hadoop,menos de 5,No,Oportunidad de crecimiento económico,Espacio para crecimiento profesional,Sí,Más de 10 veces al año,La experiencia previa,"En el mercado internacional, hay menores exigencias para cada nivel de seniority.","Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",Las diferencias culturales y las habilidades blandas que se esperan de mí,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
163,2022-09-15 18:02:46.033,fulltime,r_dependencia,emp_local_cli_local,Consultoria,Team Lead,5.0,Mid-level o Associate,Semi-senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,1000 - 1500,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres",Menor,Desarrollo web con Python (backend y/o frontend),menos de 5,Sí,Modalidad de trabajo remota o híbrida,Ambiente laboral,Sí,6 a 10 veces al año,Las certificaciones oficiales,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.",No trabajo para el exterior,"La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
164,2022-09-15 18:16:21.448,fulltime,r_dependencia,emp_local_cli_local,Gobierno,Product Manager y/o Product Owner,más de 15,Mid-level o Associate,Principal,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,menor a 1000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Desarrollo web con php (backend y/o frontend),menos de 5,No,Estabilidad laboral,Seguro social y plan de retiro (jubilación),No,3 a 5 veces al año,El conocimiento de tecnologías o metodologías específicas,No trabajo para el exterior.,No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,Poder leer materiales técnicos
165,2022-09-15 18:26:51.206,fulltime,r_dependencia,emp_local_cli_local,dev. productos propios,dev / software eng,10.0,Senior,Senior,Grado,Otra universidad pública del Paraguay,2501 - 3000,"13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Menor,Desarrollo backend con NodeJS,menos de 5,Sí,Modalidad de trabajo remota o híbrida,Remuneración inmediata,Sí,Más de 10 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",El idioma,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
166,2022-09-15 18:33:32.959,parttime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,hasta 2,Mid-level o Associate,Junior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,menor a 1000,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Menor,Desarrollo web con Python (backend y/o frontend),5 - 10,Sí,Remuneración económica,Estabilidad laboral,Sí,6 a 10 veces al año,El idioma,Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.",Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
167,2022-09-15 18:36:01.234,fulltime,indef_sin_contrato,emp_loc_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,Admin. / Gerencial,8.0,Senior,No puedo saber,Grado,Universidad privada del Paraguay,2501 - 3000,"13er salario o aguinaldo, Flexibilidad horaria, Trabajo remoto, Días libres, Equipos de trabajo (laptop, otros)",Menor,No estoy directamente relacionado con tecnologías y herramientas,5 - 10,,Oportunidad de crecimiento económico,Estabilidad laboral,Sí,Más de 10 veces al año,La experiencia previa,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",La falta de experiencia en herramientas o metodologías específicas.,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
168,2022-09-15 18:38:52.978,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,hasta 2,Mid-level o Associate,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,2001 - 2500,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres",Igual,Frontend Vue,no sé,Sí,Estabilidad laboral,Remuneración inmediata,No,3 a 5 veces al año,La experiencia previa,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.","La falta de experiencia en escenarios muy demandantes por la complejidad, volumen de datos, nivel de concurrencia, nivel de formalismo u otros.","Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
169,2022-09-15 18:39:31.149,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),Ecommerce,dev / software eng,7.0,Mid-level o Associate,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,2501 - 3000,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres",Igual,Frontend React,menos de 5,No,Remuneración económica,Modalidad de trabajo remota o híbrida,Sí,Más de 10 veces al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",La falta de experiencia en herramientas o metodologías específicas.,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
170,2022-09-15 18:43:19.892,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),Logística ,dev / software eng,3.0,Semi-senior,Mid-level o Associate,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad Nacional de Asunción,2001 - 2500,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres, Early Friday",Mayor,Desarrollo backend con NodeJS,11 - 20,Sí,Espacio para crecimiento profesional,Flexibilidad horaria,Sí,3 a 5 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",Las diferencias culturales y las habilidades blandas que se esperan de mí,Poder leer materiales técnicos
171,2022-09-15 18:46:16.724,fulltime,r_dependencia,emp_local_cli_local,Seguros,SysAdmin,11 - 15,Senior,Senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Universidad privada del Paraguay,1000 - 1500,"Vacaciones pagas, Flexibilidad horaria, Equipos de trabajo (laptop, otros)",No trabajo para el exterior,Administración de servidores y/o infraestructura on premises,menos de 5,Sí,Oportunidad de crecimiento económico,Espacio para crecimiento profesional,No,3 a 5 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con gran variedad de conocimientos, tal vez sin tanta especialización, pero con capacidad de hacer de todo un poco.",No he participado en procesos de selección para el exterior,No trabajo para el exterior,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
172,2022-09-15 19:00:53.236,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,QA,hasta 2,Junior,Mid-level o Associate,Grado,Universidad Nacional de Asunción,1501 - 2000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Trabajo remoto, Equipos de trabajo (laptop, otros)",Igual,No estoy directamente relacionado con tecnologías y herramientas,5 - 10,Sí,Estabilidad laboral,Modalidad de trabajo remota o híbrida,No,No más de 2 al año,La experiencia previa,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.",No trabajo para el exterior,No he participado en procesos de selección para el exterior,No trabajo para el exterior,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
173,2022-09-15 19:15:55.007,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,dev / software eng,9.0,Semi-senior,Semi-senior,Grado,Universidad Nacional de Asunción,2001 - 2500,"Seguro médico, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Equipos de trabajo (laptop, otros)",Menor,Elixir/Ruby backend ,5 - 10,Sí,Ambiente laboral,Remuneración inmediata,Sí,Más de 10 veces al año,El idioma,Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",El idioma,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
174,2022-09-15 19:15:59.515,fulltime,r_dependencia,emp_local_cli_local,Telefonía / Networking,Product Manager y/o Product Owner,11 - 15,Senior,Semi-senior,Grado,Universidad Nacional de Asunción,1501 - 2000,"Seguro médico, Jubilación, 13er salario o aguinaldo, Vacaciones pagas, Flexibilidad horaria, Trabajo híbrido (remoto y presencial), Días libres, Equipos de trabajo (laptop, otros)",Menor,DevOps on premises,menos de 5,No,Oportunidad de crecimiento económico,Oportunidad de crecimiento económico,Sí,3 a 5 veces al año,Las certificaciones oficiales,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.",No trabajo para el exterior,"La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",No trabajo para el exterior,"Poder expresarse plenamente sobre temas técnicos y del dominio del cliente, tanto en forma escrita como verbal. Comprender todo lo que escucha."
175,2022-09-15 19:19:18.829,fulltime,indef_sin_contrato,emp_loc_cli_ext (puede tener también clientes en PY),soft. factory / intermediaria,QA,3.0,Junior,Semi-senior,Pre-grado (inicié la universidad pero no obtuve el título aún),Otra universidad pública del Paraguay,menor a 1000,"Seguro médico, 13er salario o aguinaldo, Flexibilidad horaria, Trabajo remoto, Días libres",Menor,No estoy directamente relacionado con tecnologías y herramientas,11 - 20,,Remuneración económica,Modalidad de trabajo remota o híbrida,Sí,6 a 10 veces al año,El conocimiento de tecnologías o metodologías específicas,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.","Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal otorga las bases para tener éxito en una entrevista técnica, pero necesita ser complementada con la experiencia, cursos de especialización y/o test técnicos para entrevistas .",No trabajo para el exterior,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
176,2022-09-15 19:25:01.356,fulltime,indef_sin_contrato,emp_ext_cli_ext (puede tener también clientes en PY),Contact Center,dev / software eng,3.0,Semi-senior,Semi-senior,Grado,Universidad privada del Paraguay,1000 - 1500,"Seguro médico, 13er salario o aguinaldo, Vacaciones pagas, Trabajo híbrido (remoto y presencial), Días libres, Equipos de trabajo (laptop, otros)",,Desarrollo web con php (backend y/o frontend),menos de 5,Sí,Modalidad de trabajo remota o híbrida,Oportunidad de crecimiento económico,No,3 a 5 veces al año,El idioma,"En el mercado internacional, hay exigencias mayores para cada nivel de seniority.",,,,"Lo anterior más poder escribir sobre temas técnicos. (mails, chats, documentos)"
177,2022-09-15 19:36:04.142,fulltime,r_dependencia,emp_ext_cli_ext (puede tener también clientes en PY),dev. productos propios,dev / software eng,5.0,Semi-senior,Mid-level o Associate,Bachillerato,No aplica (para nivel bachiller),4001 - 5000,"Vacaciones pagas, Flexibilidad horaria, Trabajo remoto, Días libres",Mayor,Fullstack web dev,5 - 10,No,Oportunidad de crecimiento económico,Modalidad de trabajo remota o híbrida,Sí,Más de 10 veces al año,El idioma,Los criterios son similares.,"Un perfil con alto nivel de especialización pero en un rol muy específico como frontend, backend, devops u otro.","La educación formal no tiene incidencia en el proceso de selección, más allá de poder demostrar que se cuenta con un título de grado en carreras afines.",Las diferencias culturales y las habilidades blandas que se esperan de mí,Lo anterior más poder expresarse verbalmente sobre temas técnicos en forma breve y concisa. Entender casi todo lo que escucha.
